item,description,primary_machine,runs,scorable_runs,units_made,scorable_units,machine_hrs,direct_labor_hrs,direct_labor_usd,expected_hrs,actual_hrs_scorable,efficiency_pct,standard_looks_suspect,overrun_hrs,overrun_usd,actual_units_per_operator_hr,standard_units_per_operator_hr,actual_units_per_machine_hr
62060,ORG Maple Pecan 5 Lb Bag - GA,WeighRight,3,2,52,52,0.6,1.7,44.56,1.8,1.1,156.6,,-0.6,-16.83,45.61,29.12,91.23
43223,ORG Dandelion Caramel Nut 25CT Tea Bag 3PK - A,Maisa 2+3,1,1,240,240,2.3,11.7,304.9,12.4,11.7,105.7,,-0.7,-17.26,20.51,19.41,102.56
45010L,ORG Reishi Eleuthero 10-Ct Tea Bag - G,Maisa 2+3,1,1,288,288,0.3,1.3,33.88,2.0,1.3,152.2,,-0.7,-17.68,221.54,145.56,1107.69
31010,ORG Instant Hazelnut Latte 6Ct Case,AMS,2,2,45,45,0.8,2.1,54.73,2.8,2.1,132.4,,-0.7,-17.75,21.43,16.18,53.57
80080A,AMZN Org Mocha 11OZ Bag/Box of 24 - GA,WeighRight,3,3,1248,1248,3.4,7.9,205.61,8.6,7.9,108.7,,-0.7,-17.82,158.17,145.56,365.98
83110,ORG Dandelion Dark Roast 10 Oz Bag/6 Count Case,WeighRight,1,1,40,40,0.3,1.0,25.02,1.6,1.0,171.7,,-0.7,-17.94,41.67,24.27,125.0
83220,ORG Dandelion Caramel Nut 10 Oz Bag/6 Count Case - A,AMS,2,2,96,96,3.3,3.3,84.96,4.0,3.3,121.4,,-0.7,-18.14,29.45,24.27,29.45
83360L,ORG Holiday Egg Nog 10oz Bag/Box of 24,WeighRight,1,1,222,222,0.3,0.8,21.11,1.5,0.8,188.3,,-0.7,-18.64,274.07,145.56,822.22
80133,ORG MACA Chocolate 11OZ Bag 3PK - G,Assembly,2,2,320,320,4.7,5.8,152.19,6.6,5.8,112.9,,-0.8,-19.6,54.79,48.54,68.38
83080L,ORG Dandelion Mocha 10 Oz Bag/Box of 24 - A,WeighRight,2,2,1276,1276,2.7,8.0,208.74,8.8,8.0,109.4,,-0.8,-19.7,159.3,145.56,477.9
TB070,ORG Java Tea Bag - GA,Maisa 1,1,1,3000,3000,0.4,1.3,33.62,2.1,1.3,160.5,,-0.8,-20.33,2325.58,1449.28,6976.74
85010,ORG Reishi Eleuthero 10 Oz Bag/6 Count Case - G,WeighRight,2,2,160,160,2.7,5.8,150.63,6.6,5.8,114.1,,-0.8,-21.2,27.68,24.27,59.7
42040L,ORG Snickerdoodle 10ct Loose - GA,Maisa 1,2,1,756,612,1.1,3.4,88.34,4.2,3.4,124.0,,-0.8,-21.22,180.53,145.56,669.03
83320L,ORG Dandelion Red Chai 10 Oz Bag/Box of 24,WeighRight,1,1,355,355,0.5,1.6,42.22,2.4,1.6,150.5,,-0.8,-21.34,219.14,145.56,657.41
60130,ORG MACA Chocolate 5 Lb Bag - G,WeighRight,3,3,60,60,0.4,1.2,31.27,2.1,1.2,171.7,,-0.9,-22.42,50.0,29.12,150.0
TB080,ORG Mocha Tea Bag - GA,Maisa 1,1,1,8000,8000,1.5,4.5,118.05,5.5,4.5,121.9,,-1.0,-25.8,1766.0,1449.28,5298.01
40110L,Org French Roast 10 Ct Tea Bag Loose - G,AMS,1,1,768,768,4.3,4.3,111.54,5.3,4.3,123.3,,-1.0,-25.96,179.44,145.56,179.44
43370,ORG Dandelion Blueberry Vanilla 10ct/6pk Tea Bag,Maisa 1,2,2,288,288,3.7,10.8,282.49,11.9,10.8,109.5,,-1.0,-26.8,26.57,24.27,77.01
TB337,ORG Blueberry Vanilla Tea Bag,Maisa 1,3,3,13173,13173,2.7,8.0,209.52,9.1,8.0,113.1,,-1.0,-27.35,1638.43,1449.28,4915.3
40061,ORG Hazelnut 25CT Tea Bag - GA,Maisa 1,5,5,3360,3360,20.3,56.6,1476.04,57.7,56.6,101.9,,-1.1,-27.39,59.32,58.24,165.68
45050,ORG Turkey Tail Astragalus 10 Ct Tea Bag/6 Count Case - G,Maisa 2+3,4,4,1700,1700,15.8,68.9,1796.32,70.1,68.9,101.6,,-1.1,-29.37,24.66,24.27,107.66
66010,ORG Dark Chocolate 5 Lb Bag,WeighRight,5,4,116,116,1.1,3.2,83.65,4.0,2.9,139.8,,-1.1,-29.54,40.7,29.12,108.41
80020L,ORG Chocolate Mint 11OZ Bag/Box of 24 - GA,AMS,3,3,672,672,3.5,3.5,90.43,4.6,3.5,133.0,,-1.1,-29.88,193.66,145.56,193.66
85010L,ORG Reishi Eleuthero 10 Oz Bag/Box of 24 - G,WeighRight,4,4,1784,1784,3.8,11.0,286.92,12.3,11.0,111.3,,-1.2,-32.47,162.03,145.56,473.21
82130L,ORG Mexican Chocolate 11OZ Bag/Box of 24 - G,WeighRight,4,4,2319,2319,4.9,14.7,382.3,15.9,14.7,108.6,,-1.3,-32.88,158.08,145.56,474.23
80089L,ORG Raspberry Mocha 11OZ Bag/Box of 24 - GA,WeighRight,1,1,840,840,1.5,4.5,117.27,5.8,4.5,128.2,,-1.3,-33.12,186.67,145.56,560.0
52040,ORG Snickerdoodle 30g Trial Size Packet - GA,WeighRight,2,1,972,379,0.4,1.3,34.4,2.6,1.3,197.3,,-1.3,-33.45,287.12,145.56,2209.09
GDB501,ORG Reishi Eleuthero Packet Goody Bag - G,Assembly,2,2,45,45,0.2,0.2,5.47,1.5,0.2,735.9,,-1.3,-34.8,214.29,29.12,214.29
43114,ORG Dandelion Dark Roast 10CT Tea Bag 4PK (with DCO/DMM Goody Bag),Maisa 2+3,1,1,96,96,0.3,1.3,33.88,2.6,1.3,202.9,,-1.3,-34.85,73.85,36.4,369.23
82040L,ORG Snickerdoodle 11OZ Bag/Box of 24 - GA,WeighRight,1,1,432,432,0.5,1.6,40.65,3.0,1.6,190.2,,-1.4,-36.69,276.92,145.56,830.77
GDB601,ORG Dark Chocolate Packet Goody Bag,Assembly,1,1,50,50,0.2,0.2,6.51,1.7,0.2,686.8,,-1.5,-38.23,200.0,29.12,200.0
85023,ORG Chaga Ashwagandha 10OZ Bag 3PK ,WeighRight,1,1,240,240,1.1,3.4,89.91,4.9,3.4,143.3,,-1.5,-38.93,69.57,48.54,208.7
43220F,Dandelion Caramel Nut Dual Language 10 cnt TB - A,Maisa 2+3,4,4,470,470,4.3,17.9,465.43,19.4,17.9,108.4,,-1.5,-39.32,26.32,24.27,109.81
85070,ORG Miraculous Mushrooms A&P 6Ct/10Oz APG Bag,WeighRight,4,4,251,251,2.9,8.8,229.85,10.3,8.8,117.3,,-1.5,-39.71,28.46,24.27,85.37
80066A,Hazelnut 500g APG Bag - GA,WeighRight,1,1,600,600,1.6,4.7,121.18,6.2,4.7,132.9,,-1.5,-39.87,129.03,97.09,387.1
80050L,ORG English Toffee 11oz Bag/Box of 24 - GA,WeighRight,3,3,1557,1557,3.0,9.1,237.67,10.7,9.1,117.3,,-1.6,-41.09,170.72,145.56,512.17
20111,ORG French Roast 300G Dual Language Bag - 6Ct Case - G,WeighRight,3,3,300,300,3.6,10.8,280.67,12.4,10.8,114.8,,-1.6,-41.51,27.86,24.27,83.57
45070L,Org Miraculous Mushroom A&P 10Ct Tea Bag Loose,Maisa 2+3,2,2,648,648,0.7,2.8,72.45,4.5,2.8,160.1,,-1.7,-43.57,233.09,145.56,981.82
80080L,Org Mocha 11OZ Bag/Box of 24 - GA,WeighRight,3,2,864,864,3.8,11.3,293.96,5.9,4.2,141.3,,-1.7,-45.23,205.71,145.56,229.79
55092A,AMZN Mushroom 6 Packet Sampler,Assembly,1,1,150,150,3.4,3.4,88.08,5.2,3.4,152.4,,-1.8,-46.15,44.38,29.12,44.38
80083,ORG Mocha 11OZ Bag 3PK  - GA,WeighRight,4,4,656,656,4.1,11.7,305.16,13.5,11.7,115.4,,-1.8,-47.0,56.02,48.54,159.61
63220,ORG Dandelion Caramel Nut 5 Lb Bag - A,WeighRight,2,2,108,108,0.8,1.9,48.99,3.7,1.9,197.3,,-1.8,-47.66,57.45,29.12,138.46
55030,Lion's Mane Rhodiola 30g Trial Size Packet - G,WeighRight,1,1,1800,1800,3.5,10.5,273.63,12.4,10.5,117.8,,-1.9,-48.63,171.43,145.56,514.29
60120,DO NOT MAKE ORG Maya Chai 5 Lb Bag - G,WeighRight,2,2,95,95,0.5,1.4,35.18,3.3,1.4,241.7,,-1.9,-49.83,70.37,29.12,211.11
83310L,ORG Dandelion Mocha Mint 10 Oz Bag/Box of 24 - A,WeighRight,4,4,1175,1175,2.0,6.1,158.71,8.1,6.1,132.5,,-2.0,-51.66,192.94,145.56,578.82
82080L,ORG Irish Cream 11 Oz Bag/Box of 24 - G,WeighRight,1,1,528,528,0.5,1.6,42.22,3.6,1.6,223.9,,-2.0,-52.31,325.93,145.56,977.78
86010L,ORG Dark Chocolate 10 Oz Bag/Box of 24,WeighRight,10,10,7830,7830,17.6,51.7,1348.34,53.8,51.7,104.0,,-2.1,-53.48,151.33,145.56,444.38
43314,ORG Dandelion Mocha Mint 10CT Tea Bag 4PK - A,Maisa 1,2,2,384,384,2.8,8.5,221.25,10.5,8.5,124.2,,-2.1,-53.64,45.23,36.4,135.69
60080,ORG Mocha 5 Lb Bag - GA,WeighRight,4,4,157,157,1.8,3.2,84.69,5.4,3.2,165.9,,-2.1,-55.8,48.31,29.12,89.71
63110,ORG Dandelion Dark Roast 5 Lb Bag,WeighRight,4,4,235,235,2.0,5.9,153.23,8.1,5.9,137.2,,-2.2,-57.07,39.97,29.12,119.9
43110L,Org Dandelion Dark Roast 10 Ct Tea Bag Loose,Maisa 2+3,1,1,720,720,0.5,2.7,70.36,4.9,2.7,183.2,,-2.2,-58.54,266.67,145.56,1333.33
TB334,ORG Dandelion Coconut Tea Bag - A,Maisa 1,4,4,56850,56850,13.6,37.0,963.44,39.2,37.0,106.1,,-2.3,-58.8,1537.73,1449.28,4195.57
40116,French Roast Tagless Tea Bag - 50 Ct - G,AMS,5,5,1313,1313,22.9,42.8,1114.07,45.1,42.8,105.5,,-2.3,-60.94,30.71,29.12,57.26
80130,ORG MACA Chocolate 11OZ Bag/6 Count Case - G,WeighRight,1,1,151,151,1.3,3.9,100.85,6.2,3.9,160.8,,-2.4,-61.31,39.02,24.27,117.05
83110L,ORG Dandelion Dark Roast 10 oz Bag/Box of 24,WeighRight,11,11,10581,10581,23.4,70.3,1831.76,72.7,70.3,103.4,,-2.4,-62.58,150.53,145.56,451.6
82060L,ORG Maple Pecan 11OZ Bag/Box of 24 - GA,WeighRight,3,3,1533,1533,2.7,8.1,211.87,10.5,8.1,129.5,,-2.4,-62.59,188.56,145.56,565.68
43111F,ORG Dandelion Dark Roast DL 25CT Tea Bag AMZN (24pk),Maisa 2+3,2,2,360,360,1.8,3.6,92.77,6.2,3.6,173.6,,-2.6,-68.31,101.12,58.24,204.55
49011,25 Count Variety Pack (CM/CH/PDC),Assembly,2,2,96,96,4.0,4.0,103.46,6.6,4.0,166.1,,-2.6,-68.36,24.18,14.56,24.18
53080,Dandelion Mocha 30g Trial Size Packet - A,WeighRight,1,1,1291,1291,2.1,6.2,162.61,8.9,6.2,142.1,,-2.6,-68.52,206.89,145.56,620.67
53310,Dandelion Mocha Mint 30g Trial Size Packet - A,WeighRight,1,1,1440,1440,2.4,7.2,186.85,9.9,7.2,138.0,,-2.7,-70.96,200.84,145.56,602.51
80070A,AMZN Org Java 11OZ Bag/Box of 24 - GA,WeighRight,2,2,1800,1800,3.2,9.6,249.39,12.4,9.6,129.2,,-2.8,-72.86,188.09,145.56,564.26
GDB010,ORG Vanilla Nut Packet Goody Bag - GA,Assembly,3,3,100,100,0.6,0.6,15.11,3.4,0.6,592.1,yes,-2.9,-74.38,172.41,29.12,172.41
80010A,AMZN Org Vanilla Nut 11OZ Bag/Box of 24 - GA,WeighRight,4,4,3504,3504,7.1,21.2,552.73,24.1,21.2,113.5,,-2.9,-74.6,165.21,145.56,495.62
10019,ORG Astragalus 8 Oz Bag,AMS,2,2,2512,2512,6.2,23.0,599.38,25.9,23.0,112.5,,-2.9,-74.89,109.22,97.09,401.92
85020L,ORG Chaga Ashwagandha 10 Oz Bag/Box of 24,WeighRight,4,3,3144,3144,6.2,18.7,486.28,21.6,18.7,115.8,,-2.9,-76.6,168.49,145.56,505.47
55092,Mushroom 6 Packet Sampler,Assembly,1,1,240,240,5.3,5.3,138.12,8.2,5.3,155.5,,-2.9,-76.66,45.28,29.12,45.28
50097,Teeccino 30g Packet 10 Flavor Sampler,Assembly,11,10,754,754,26.4,26.4,689.03,25.9,22.9,113.3,,-3.0,-79.02,32.98,29.12,28.52
42040,ORG Snickerdoodle 10ct/6pk Tea Bag - GA,Maisa 1,4,4,1020,1020,10.8,38.9,1013.73,42.0,38.9,108.1,,-3.1,-81.68,26.22,24.27,94.1
43340,ORG Dandelion Coconut 10CT Tea Bag - A,Maisa 1,7,7,2402,2402,26.3,95.8,2497.85,99.0,95.8,103.3,,-3.1,-81.74,25.06,24.27,91.23
83220A,AMZN Dandelion Caramel Nut 10 Oz Bag/Box of 24 - A,WeighRight,2,2,864,864,0.9,2.7,71.14,5.9,2.7,217.4,,-3.2,-83.54,316.48,145.56,949.45
TB502,ORG Chaga Ashwagandha Loose Tea Bag,Maisa 2+3,6,6,57080,57080,9.0,36.1,940.24,39.4,36.1,109.2,,-3.3,-86.13,1582.04,1449.28,6328.16
29002,ORG FR/HZ/VN 300g Variety Pack,Assembly,3,2,83,83,4.8,4.8,125.09,5.1,1.8,285.0,,-3.3,-86.79,46.11,16.18,17.29
80080,ORG Mocha 11OZ Bag/6 Count Case - GA,WeighRight,7,7,1545,1545,20.1,60.3,1571.42,63.7,60.3,105.6,,-3.4,-87.81,25.62,24.27,76.87
50089,ORG Raspberry Mocha 30g Trial Size Packet - GA,WeighRight,3,3,2160,2160,3.8,11.5,298.65,14.8,11.5,129.5,,-3.4,-88.06,188.48,145.56,565.45
45020F,Chaga Ashwagandha Dual Language 10 cnt TB,Maisa 2+3,5,5,1407,1407,12.2,54.4,1417.66,58.0,54.4,106.6,,-3.6,-93.36,25.86,24.27,115.14
83340L,ORG Dandelion Coconut 10 Oz Bag/Box of 24 - A,WeighRight,3,3,1731,1731,2.8,8.3,215.78,11.9,8.3,143.6,,-3.6,-94.13,209.06,145.56,627.17
45030L,ORG Lion's Mane Rhodiola 10-Ct Tea Bag - G,Maisa 2+3,2,2,1052,1052,0.7,3.5,92.51,7.2,3.5,203.6,,-3.7,-95.83,296.34,145.56,1481.69
10027,Organic Licorice C/S - 8 Oz Bag,WeighRight,4,4,3080,3080,8.4,28.0,728.9,31.7,28.0,113.4,,-3.8,-97.83,110.12,97.09,365.36
TB308,ORG Dandelion Mocha Tea Bag - A,Maisa 2+3,1,1,8000,8000,0.4,1.7,44.82,5.5,1.7,320.9,,-3.8,-99.03,4651.16,1449.28,18604.65
82110L,ORG French Vanilla 11OZ Bag/Box of 24 - G,WeighRight,4,4,2019,2019,3.3,10.0,259.56,13.9,10.0,139.3,,-3.9,-101.91,202.71,145.56,608.13
43113,ORG Dandelion Dark Roast 25CT Tea Bag 3PK,Maisa 2+3,1,1,216,216,1.4,7.2,187.63,11.1,7.2,154.5,,-3.9,-102.32,30.0,19.41,150.0
52060,Maple Pecan 30g Trial Size Packet - GA,WeighRight,2,2,1861,1861,2.9,8.7,226.72,12.8,8.7,147.0,,-4.1,-106.46,213.91,145.56,641.72
80033,ORG Almond Amaretto 11OZ Bag 3PK - GA,WeighRight,5,5,608,608,3.9,8.3,215.78,12.5,8.3,151.3,,-4.2,-110.62,73.43,48.54,155.9
80130L,Org Maca Chocoate 11oz Bag/Box of 24 - G,WeighRight,3,3,1821,1821,2.7,8.2,214.21,12.5,8.2,152.2,,-4.3,-111.8,221.53,145.56,664.6
55050,Turkey Tail Astragalus 30g Trial Size Packet - G,WeighRight,3,3,1846,1846,2.8,8.3,216.56,12.7,8.3,152.6,,-4.4,-113.93,222.14,145.56,666.43
40081,ORG Mocha 25CT Tea Bag - GA,Maisa 2+3,7,7,2382,2382,14.6,36.5,951.71,40.9,36.5,112.0,,-4.4,-114.12,65.22,58.24,162.7
60030,ORG Almond Amaretto 5 Lb Bag - GA,WeighRight,5,5,228,228,1.1,3.4,89.13,7.8,3.4,228.9,yes,-4.4,-114.91,66.67,29.12,200.0
40130L,Org Maca Chocolate 10 Ct Tea Bag Loose - G,Maisa 2+3,2,2,1240,1240,2.1,4.1,106.85,8.5,4.1,207.8,,-4.4,-115.15,302.44,145.56,601.94
TB504,ORG Cordyceps Schisandra Loose Tea Bag,Maisa 2+3,2,2,27075,27075,7.1,14.2,371.09,18.7,14.2,131.2,,-4.4,-115.75,1901.33,1449.28,3802.67
40132,ORG Maca Chocolate 25CT Tea Bag - G,Maisa 2+3,5,5,2506,2506,11.3,38.6,1004.87,43.0,38.6,111.6,,-4.5,-116.44,64.99,58.24,222.16
GDB060,ORG Hazelnut Packet Goody Bag - GA,Assembly,7,5,505,220,3.1,3.1,80.26,7.6,3.1,245.3,yes,-4.5,-116.61,71.43,29.12,163.96
83220L,Dandelion Caramel Nut 10 Oz Bag/Box of 24 - A,WeighRight,6,6,1935,1935,3.0,8.7,227.76,13.3,8.7,152.1,,-4.6,-118.66,221.4,145.56,649.33
80110L,Org French Roast 11oz Bag/Box of 24 - G,WeighRight,5,5,4344,4344,8.4,25.2,656.71,29.8,25.2,118.4,,-4.6,-121.0,172.38,145.56,517.14
53340,Dandelion Coconut 30g Trial Size Packet - A,WeighRight,1,1,2160,2160,3.3,10.0,261.12,14.8,10.0,148.1,,-4.8,-125.59,215.57,145.56,646.71
46010L,ORG Dark Chocolate 10 Ct Tea Bag/36 Count Box,Maisa 2+3,9,9,6946,6946,14.2,42.8,1116.15,47.7,42.8,111.4,,-4.9,-127.41,162.18,145.56,488.12
TB333,ORG Dandelion Turmeric Tea Bag,Maisa 2+3,4,4,32700,32700,10.6,17.6,459.18,22.6,17.6,128.1,,-4.9,-128.81,1855.85,1449.28,3096.59
TB030,ORG Almond Amaretto Tea Bag - GA,Maisa 2+3,3,3,26209,26209,3.7,13.1,342.43,18.1,13.1,137.6,,-4.9,-128.85,1994.6,1449.28,7122.01
60070,ORG Java 5 Lb Bag - GA,WeighRight,5,5,258,258,1.3,3.9,101.63,8.9,3.9,227.2,yes,-5.0,-129.25,66.15,29.12,198.46
43310L,Org Dandelion Mocha Mint 10 Ct Tea Bag Loose - A,Maisa 2+3,5,5,3806,3806,5.8,21.1,550.39,26.1,21.1,123.8,,-5.0,-131.01,180.21,145.56,658.48
80060A,AMZN Org Hazelnut 11OZ Bag/Box of 24 - GA,WeighRight,4,4,3924,3924,7.3,21.8,569.15,27.0,21.8,123.4,,-5.1,-133.37,179.67,145.56,539.01
80070L,Org Java 11OZ Bag/Box of 24 - GA,WeighRight,4,4,1722,1722,2.2,6.6,172.0,11.8,6.6,179.2,yes,-5.2,-136.3,260.91,145.56,782.73
80063,ORG Hazelnut 11OZ Bag 3PK  - GA,WeighRight,5,5,1216,1216,8.3,19.7,513.9,25.0,19.7,127.0,,-5.3,-138.89,61.66,48.54,147.22
40060,ORG Hazelnut 10ct/6pk Tea Bag - GA,Maisa 1,13,13,3705,3705,51.3,147.3,3839.68,152.7,147.3,103.6,,-5.3,-139.24,25.15,24.27,72.28
86010,ORG Dark Chocolate 10 Oz Bag/6 Count Case,WeighRight,10,10,967,967,11.9,34.5,899.07,39.9,34.5,115.5,,-5.4,-139.42,28.03,24.27,81.53
10015,"ORG Schisandra, 1 lb Bag",WeighRight,1,1,1232,1232,2.4,7.1,183.72,12.7,7.1,180.0,,-5.6,-146.97,174.75,97.09,524.26
80030A,AMZN Org Almond Amaretto 11OZ Bag/Box of 24 - GA,WeighRight,5,5,2928,2928,4.8,14.4,374.48,20.1,14.4,140.0,,-5.7,-149.72,203.76,145.56,611.27
GDB311,ORG Dandelion Dark Roast Packet Goody Bag,Assembly,2,2,200,200,1.1,1.1,28.14,6.9,1.1,635.9,,-5.8,-150.84,185.19,29.12,185.19
80116A,French Roast 500g APG Bag - G,WeighRight,4,4,1320,1320,2.6,7.7,201.7,13.6,7.7,175.7,yes,-5.9,-152.61,170.54,97.09,511.63
60060,ORG Hazelnut 5 Lb Bag - GA,WeighRight,5,5,380,380,2.4,7.1,185.29,13.0,7.1,183.5,yes,-5.9,-154.78,53.45,29.12,160.34
53220,Dandelion Caramel Nut 30g Trial Size Packet - A,WeighRight,1,1,2700,2700,4.2,12.6,327.57,18.5,12.6,147.6,,-6.0,-155.81,214.8,145.56,644.39
55070,ORG Miraculous Mushrooms A+P 30g Trial Size Packet,WeighRight,3,3,4705,4705,8.7,26.0,676.26,32.3,26.0,124.6,,-6.4,-166.09,181.31,145.56,543.93
31005,ORG Instant Dandelion Blend Latte 6Ct Case ,AMS,3,3,136,136,0.7,2.0,52.38,8.4,2.0,418.1,yes,-6.4,-166.65,67.66,16.18,188.89
50130,ORG MACA Chocolate 30g Trial Size Packet - G,WeighRight,4,4,3240,3240,5.2,15.7,408.1,22.3,15.7,142.1,,-6.6,-171.96,206.9,145.56,620.69
40086,Mocha Tagless Tea Bag - 50 Ct - GA,AMS,3,3,811,811,9.9,21.1,551.17,27.8,21.1,131.7,,-6.7,-174.6,38.35,29.12,82.0
80060L,Org Hazelnut 11OZ Bag/Box of 24 - GA,WeighRight,3,3,3504,3504,5.8,17.3,450.32,24.1,17.3,139.3,,-6.8,-177.01,202.78,145.56,608.33
40031,ORG Almond Amaretto 25CT Tea Bag - GA,Maisa 1,6,6,2595,2595,12.2,37.8,984.03,44.6,37.8,118.0,,-6.8,-177.11,68.72,58.24,212.7
40091,Teeccino Intro Tea Bag Sampler,Assembly,2,2,300,300,1.7,3.5,90.69,10.3,3.5,296.0,,-6.8,-177.78,86.21,29.12,172.41
50080,ORG Mocha 30g Trial Size Packet - GA,WeighRight,3,3,2880,2880,4.3,12.8,333.05,19.8,12.8,154.8,,-7.0,-182.57,225.35,145.56,676.06
80113,ORG French Roast 11OZ Bag 3PK - G,WeighRight,8,8,2208,2208,14.8,38.3,997.32,45.5,38.3,118.9,,-7.2,-188.02,57.7,48.54,149.29
20011,ORG Vanilla Nut 300G Dual Language Bag - 6Ct Case - GA,WeighRight,2,2,300,300,1.7,5.1,133.69,12.4,5.1,241.0,,-7.2,-188.49,58.48,24.27,175.44
85070L,ORG Miraculous Mushrooms A&P 10oz Bag/Box of 24,WeighRight,10,10,7842,7842,15.5,46.4,1209.97,53.9,46.4,116.0,,-7.4,-194.0,168.9,145.56,505.61
TB322,ORG Dandelion Caramel Nut Tea Bag - A,Maisa 1,5,5,55096,55096,12.5,30.5,794.31,38.0,30.5,124.7,,-7.5,-196.39,1807.61,1449.28,4421.83
GDB080,ORG Mocha Packet Goody Bag,Assembly,3,3,250,250,0.5,0.5,13.03,8.6,0.5,1717.0,yes,-8.1,-210.7,500.0,29.12,500.0
43220,ORG Dandelion Caramel Nut 10ct/6pk Tea Bag - A,Maisa 2+3,13,13,9703,9703,80.1,391.7,10206.92,399.9,391.7,102.1,,-8.2,-213.45,24.77,24.27,121.18
TB331,ORG Dandelion Mocha Mint Tea Bag - A,Maisa 1,5,4,50000,44000,7.7,21.7,564.98,30.4,21.7,140.0,,-8.7,-226.2,2029.52,1449.28,6510.42
46013,ORG Dark Chocolate 25CT Tea Bag 3PK,Maisa 2+3,3,3,496,496,3.3,16.4,428.69,25.5,16.4,155.3,,-9.1,-237.12,30.15,19.41,150.76
TB601,ORG Dark Chocolate Loose Tea Bag,Maisa 2+3,3,3,31547,31547,3.4,12.5,326.79,21.8,12.5,173.6,,-9.2,-240.47,2515.71,1449.28,9251.32
89002,HZ/JV/MO 11 Oz Variety Pack,Assembly,2,2,240,240,5.6,5.6,145.68,14.8,5.6,265.4,,-9.2,-240.91,42.93,16.18,42.93
NTB3110,Dandelion Dark Roast Tagless 6g Tea Bag,Maisa 2+3,2,2,32604,32604,6.4,12.9,335.13,22.5,12.9,174.9,,-9.6,-251.13,2535.3,1449.28,5070.61
NTB0060,Hazelnut Tagless 6g Tea Bag - GA,Maisa 1,1,1,31200,31200,5.5,11.0,286.14,21.5,11.0,196.1,,-10.5,-274.88,2841.53,1449.28,5683.06
10042,ORG Burdock 1 Lb Bag,WeighRight,7,7,5631,5631,14.4,46.8,1219.35,58.0,46.8,124.0,,-11.2,-292.11,120.35,97.09,390.5
80110A,AMZN Org French Roast 11OZ Bag/Box of 24 - G,WeighRight,12,12,11904,11904,23.3,69.9,1822.38,81.8,69.9,116.9,,-11.9,-308.82,170.23,145.56,510.68
56010,Dark Chocolate 30g Trial Size Packet,WeighRight,5,5,6660,6660,11.2,33.8,879.52,45.8,33.8,135.6,,-12.0,-312.83,197.33,145.56,592.0
NTB0010,Vanilla Nut Tagless 6g Tea Bag - GA,Maisa 1,3,3,85200,85200,19.0,46.6,1214.4,58.8,46.6,126.2,,-12.2,-317.62,1828.33,1449.28,4477.14
50060,ORG Hazelnut 30g Trial Size Packet - GA,WeighRight,3,3,6480,6480,12.5,32.0,834.96,44.5,32.0,138.9,,-12.5,-325.17,202.25,145.56,517.99
60110,ORG French Roast 5 Lb Bag - G,WeighRight,7,7,614,614,2.8,8.3,215.78,21.1,8.3,254.6,yes,-12.8,-333.69,74.15,29.12,222.46
12251L,Holiday Tea Bag Sampler Box ,Assembly,3,3,612,612,7.8,7.8,203.01,21.0,7.8,269.8,yes,-13.2,-344.67,78.56,29.12,78.56
55020,Chaga Ashwagandha 30g Trial Size Packet,WeighRight,5,5,6840,6840,11.2,33.6,874.83,47.0,33.6,140.0,,-13.4,-349.75,203.75,145.56,611.26
GDB110,ORG French Roast Packet Goody Bag - G,Assembly,3,3,435,435,1.5,1.5,39.09,14.9,1.5,995.9,yes,-13.4,-350.19,290.0,29.12,290.0
ntb0110,French Roast Tagless 6g Tea Bag - G,Maisa 2+3,2,2,44400,44400,8.6,17.2,447.71,30.6,17.2,178.3,,-13.5,-350.66,2584.4,1449.28,5168.8
NTB0080,Mocha Tagless 6g Tea Bag - GA,Maisa 2+3,2,2,41796,41796,7.6,15.2,396.11,28.8,15.2,189.7,,-13.6,-355.44,2749.74,1449.28,5499.47
43226,Dandelion Caramel Nut Tagless Tea Bag - 50 Ct - A,AMS,7,7,2421,2421,27.5,69.2,1804.13,83.1,69.2,120.1,,-13.9,-362.42,34.97,29.12,88.13
53110,Dandelion Dark Roast 30g Trial Size Packet,WeighRight,4,4,7065,7065,12.1,34.0,886.3,48.5,34.0,142.7,,-14.5,-378.56,207.73,145.56,584.85
GDB502,ORG Chaga Ashwaganda Packet Goody Bag,Assembly,5,5,480,480,1.9,1.9,49.77,16.5,1.9,863.0,yes,-14.6,-379.78,251.31,29.12,251.31
50070,ORG Java 30g Trial Size Packet - GA,WeighRight,5,5,7560,7560,12.3,37.0,963.18,51.9,37.0,140.5,,-15.0,-390.31,204.55,145.56,613.64
43081,ORG Dandelion Mocha 25CT Tea Bag - A,Maisa 1,4,4,2211,2211,8.4,22.9,595.99,38.0,22.9,166.0,,-15.1,-393.32,96.68,58.24,264.47
80010,ORG Vanilla Nut 11oz Bag/6 Count Case - GA,WeighRight,18,18,3193,3193,38.6,115.6,3013.84,131.6,115.6,113.8,,-15.9,-415.23,27.61,24.27,82.83
TB010,ORG Vanilla Nut Tea Bag Loose - GA,Maisa 2+3,9,9,98840,98840,18.1,52.0,1355.38,68.2,52.0,131.1,,-16.2,-421.9,1900.4,1449.28,5460.77
40066,Hazelnut Tagless Tea Bag - 50 Ct - GA,AMS,6,6,1606,1606,13.5,38.3,999.14,55.2,38.3,143.8,,-16.8,-438.07,41.89,29.12,119.41
