date,month,machine,ams_mode,item,description,category,category_source,style_confidence,is_production_run,operators,units_packs,machine_hrs,operator_hrs,units_per_machine_hr,units_per_machine_min,units_per_operator_hr,data_flag
2025-04-15,2025-04,Assembly,,12251L,Holiday Tea Bag Sampler Box ,Sampler,inferred,,yes,3.0,162,2.0,6.0,81.0,1.35,27.0,
2025-04-15,2025-04,Assembly,,40116,French Roast Tagless Tea Bag - 50 Ct - G,Tea,governed,high,yes,2.0,34,2.2,4.4,15.5,0.258,7.7,
2025-04-15,2025-04,Assembly,,43116,Dandelion DarkRoast Tagless Tea Bag - 50 Ct,Tea,governed,high,yes,2.0,224,9.4,18.8,23.8,0.397,11.9,
2025-04-15,2025-04,Assembly,,43320L,Org Dandelion Red Chai 10 Ct Tea Bag Loose,Tea,governed,high,yes,2.0,288,3.36,6.72,85.7,1.429,42.9,
2025-04-15,2025-04,Assembly,,80023,ORG Chocolate Mint 11oz Bag 3PK - GA,Bag/Other,inferred,,yes,1.0,80,13.28,13.28,6.0,0.1,6.0,
2025-04-15,2025-04,Assembly,,83010A,AMZN Org Dandelion Vanilla Nut 10OZ Bag/Box of 24 - A,Bag/Other,inferred,,yes,1.0,120,0.49,0.49,244.9,4.082,244.9,
2025-04-15,2025-04,Assembly,,85053,DO NOT MAKE ORG Turkey Tail Astragalus 10OZ Bag 3PK - G,Bag/Other,inferred,,yes,1.0,96,1.3,1.3,73.8,1.231,73.8,
2025-04-15,2025-04,Maisa 1,,42041,Snickerdoodle 25CT Tea Bag - GA,Tea,governed,high,yes,3.0,264,1.29,3.87,204.7,3.411,68.2,
2025-04-15,2025-04,Maisa 1,,42080,ORG Irish Cream 10ct/6pk Tea Bag - G,Tea,inferred,,yes,3.0,230,3.29,9.87,69.9,1.165,23.3,
2025-04-15,2025-04,Maisa 1,,42080L,ORG Irish Cream 10ct Loose - G,Tea,inferred,,yes,3.0,360,0.53,1.59,679.2,11.321,226.4,
2025-04-15,2025-04,Maisa 1,,48003,WWB ORG Lemon Balm 25ct Tea Bag 2.25g,Tea,inferred,,yes,3.0,120,1.3,3.9,92.3,1.538,30.8,
2025-04-15,2025-04,Maisa 1,,CleanA,Clean + Almond Test,Tea,inferred,,,3.0,0,0.4,1.2,,,,
2025-04-15,2025-04,Maisa 1,,CleanG,Clean + Gluten Test,Tea,inferred,,,3.0,0,,,,,,
2025-04-15,2025-04,Maisa 1,,TB208,ORG Irish Cream Tea Bag - G,Tea,inferred,,yes,3.0,2500,0.58,1.74,4310.3,71.839,1436.8,
2025-04-15,2025-04,Maisa 2+3,,46010,ORG Dark Chocolate 10 Ct Tea Bag/6 Count Case,Tea,inferred,,yes,5.0,902,7.0,35.0,128.9,2.148,25.8,
2025-04-15,2025-04,Maisa 2+3,,46011,ORG Dark Chocolate 25 Ct Tea Bag,Tea,governed,high,yes,5.0,744,3.05,15.25,243.9,4.066,48.8,
2025-04-16,2025-04,Assembly,,40116,French Roast Tagless Tea Bag - 50 Ct - G,Tea,governed,high,yes,2.0,290,4.5,9.0,64.4,1.074,32.2,
2025-04-16,2025-04,Assembly,,43116,Dandelion DarkRoast Tagless Tea Bag - 50 Ct,Tea,governed,high,yes,2.0,220,6.17,12.34,35.7,0.594,17.8,
2025-04-16,2025-04,Assembly,,50096,Top Six Packet Sampler pack,Sampler,inferred,,yes,2.0,26,5.3,10.6,4.9,0.082,2.5,
2025-04-16,2025-04,Assembly,,80080L,Org Mocha 11OZ Bag/Box of 24 - GA,Bag/Other,inferred,,yes,1.0,240,1.05,1.05,228.6,3.81,228.6,
2025-04-16,2025-04,Assembly,,80110L,Org French Roast 11oz Bag/Box of 24 - G,Bag/Other,inferred,,yes,1.0,240,1.33,1.33,180.5,3.008,180.5,
2025-04-16,2025-04,Maisa 1,,48003,WWB ORG Lemon Balm 25ct Tea Bag 2.25g,Tea,inferred,,yes,3.0,1344,10.04,30.12,133.9,2.231,44.6,
2025-04-16,2025-04,Maisa 2+3,,43220,ORG Dandelion Caramel Nut 10ct/6pk Tea Bag - A,Tea,inferred,,yes,5.0,1045,8.05,40.25,129.8,2.164,26.0,
2025-04-16,2025-04,Maisa 2+3,,46010,ORG Dark Chocolate 10 Ct Tea Bag/6 Count Case,Tea,inferred,,yes,5.0,102,1.1,5.5,92.7,1.545,18.5,
2025-04-16,2025-04,Maisa 2+3,,Clean,Standard Clean,Tea,inferred,,,5.0,0,0.5,2.5,,,,
2025-04-16,2025-04,WeighRight,,50060,ORG Hazelnut 30g Trial Size Packet - GA,Bag/Other,inferred,,yes,3.0,1080,3.01,9.03,358.8,5.98,119.6,
2025-04-16,2025-04,WeighRight,,52040,ORG Snickerdoodle 30g Trial Size Packet - GA,APG,governed,high,yes,3.0,1080,2.25,6.75,480.0,8.0,160.0,
2025-04-16,2025-04,WeighRight,,60060,ORG Hazelnut 5 Lb Bag - GA,Bag/Other,inferred,,yes,3.0,40,0.17,0.51,235.3,3.922,78.4,
2025-04-16,2025-04,WeighRight,,80060,ORG Hazelnut 11OZ Bag/6 Count Case - GA,Bag/Other,inferred,,yes,3.0,129,1.4,4.2,92.1,1.536,30.7,
2025-04-16,2025-04,WeighRight,,82080L,ORG Irish Cream 11 Oz Bag/Box of 24 - G,Bag/Other,inferred,,yes,3.0,720,1.32,3.96,545.5,9.091,181.8,
2025-04-16,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.3,0.9,,,,
2025-04-16,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.25,0.75,,,,
2025-04-17,2025-04,Assembly,,49020,Sampler Box Gift Box,Sampler,governed,high,yes,,8,1.0,,8.0,0.133,,
2025-04-17,2025-04,Assembly,,49020A,Sampler Gift Box (VP/DVP/MVP/PVP),Sampler,inferred,,yes,2.0,100,7.45,14.9,13.4,0.224,6.7,
2025-04-17,2025-04,Maisa 1,,40060F,Hazelnut Dual Language 10 cnt TB - GA,Tea,inferred,,yes,3.0,150,2.32,6.96,64.7,1.078,21.6,
2025-04-17,2025-04,Maisa 1,,48003,WWB ORG Lemon Balm 25ct Tea Bag 2.25g,Tea,inferred,,yes,3.0,34,0.08,0.24,425.0,7.083,141.7,
2025-04-17,2025-04,Maisa 1,,Clean,Standard Clean,Tea,inferred,,,3.0,0,0.4,1.2,,,,
2025-04-17,2025-04,Maisa 1,,Clean,Standard Clean,Tea,inferred,,,3.0,0,0.28,0.84,,,,
2025-04-17,2025-04,Maisa 1,,TB010,ORG Vanilla Nut Tea Bag Loose - GA,Tea,inferred,,yes,3.0,22000,6.0,18.0,3666.7,61.111,1222.2,
2025-04-17,2025-04,Maisa 2+3,,43220,ORG Dandelion Caramel Nut 10ct/6pk Tea Bag - A,Tea,inferred,,yes,5.0,1255,8.43,42.15,148.9,2.481,29.8,
2025-04-17,2025-04,Maisa 2+3,,43221,ORG Dandelion Caramel Nut 25CT Tea Bag - A,Tea,governed,high,yes,5.0,360,1.07,5.35,336.4,5.607,67.3,
2025-04-17,2025-04,WeighRight,,60010,ORG Vanilla Nut 5 Lb Bag - GA,Bag/Other,inferred,,yes,3.0,40,0.14,0.42,285.7,4.762,95.2,
2025-04-17,2025-04,WeighRight,,62020,ORG Caramel Nut 5 Lb Bag - GA,Bag/Other,inferred,,yes,3.0,28,0.21,0.63,133.3,2.222,44.4,
2025-04-17,2025-04,WeighRight,,80010L,Org Vanilla Nut 11OZ Bag/Box of 24 - GA,Bag/Other,inferred,,yes,3.0,168,0.46,1.38,365.2,6.087,121.7,
2025-04-17,2025-04,WeighRight,,80060,ORG Hazelnut 11OZ Bag/6 Count Case - GA,Bag/Other,inferred,,yes,3.0,101,4.08,12.24,24.8,0.413,8.3,
2025-04-17,2025-04,WeighRight,,80060L,Org Hazelnut 11OZ Bag/Box of 24 - GA,Bag/Other,inferred,,yes,3.0,1200,2.2,6.6,545.5,9.091,181.8,
2025-04-17,2025-04,WeighRight,,82020L,ORG Caramel Nut 11oz Bag/Box of 24 - GA,Bag/Other,inferred,,yes,3.0,600,1.23,3.69,487.8,8.13,162.6,
2025-04-17,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.27,0.81,,,,
2025-04-17,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.27,0.81,,,,
2025-04-21,2025-04,Assembly,,12251L,Holiday Tea Bag Sampler Box ,Sampler,inferred,,yes,2.0,1000,12.22,24.44,81.8,1.364,40.9,
2025-04-21,2025-04,Assembly,,50094,DO NOT MAKE Teeccino Intro Sampler,Sampler,governed,high,yes,1.0,90,2.46,2.46,36.6,0.61,36.6,
2025-04-21,2025-04,Maisa 1,,40030L,ORG Almond Amaretto 10ct Tea Bag Individual Unit- GA,Tea,governed,high,yes,3.0,432,1.15,3.45,375.7,6.261,125.2,
2025-04-21,2025-04,Maisa 1,,40033,ORG Almond Amaretto 25CT Tea Bag 3PK - GA,Tea,inferred,,yes,3.0,60,1.0,3.0,60.0,1.0,20.0,
2025-04-21,2025-04,Maisa 1,,40060F,Hazelnut Dual Language 10 cnt TB - GA,Tea,inferred,,yes,3.0,154,2.16,6.48,71.3,1.188,23.8,
2025-04-21,2025-04,Maisa 1,,40060F,Hazelnut Dual Language 10 cnt TB - GA,Tea,inferred,,yes,3.0,138,2.17,6.51,63.6,1.06,21.2,
2025-04-21,2025-04,Maisa 1,,Clean,Standard Clean,Tea,inferred,,,3.0,0,0.45,1.35,,,,
2025-04-21,2025-04,Maisa 1,,Clean,Standard Clean,Tea,inferred,,,3.0,0,0.54,1.62,,,,
2025-04-21,2025-04,Maisa 1,,CleanGA,Clean + Gluten + Almond Tests,Tea,inferred,,,3.0,0,0.59,1.77,,,,
2025-04-21,2025-04,Maisa 1,,TB333,ORG Dandelion Turmeric Tea Bag,Tea,inferred,,yes,3.0,11000,2.39,7.17,4602.5,76.709,1534.2,
2025-04-21,2025-04,Maisa 2+3,,40011A,ORG 25 CT Vanilla Nut AMZN - GA,Tea,inferred,,yes,5.0,360,1.29,6.45,279.1,4.651,55.8,
2025-04-21,2025-04,Maisa 2+3,,43221,ORG Dandelion Caramel Nut 25CT Tea Bag - A,Tea,governed,high,yes,5.0,1440,4.26,21.3,338.0,5.634,67.6,
2025-04-21,2025-04,Maisa 2+3,,43221F,ORG Dandelion Caramel Nut DL 25CT Tea Bag AMZN (24pk) - A,Tea,inferred,,yes,5.0,432,1.56,7.8,276.9,4.615,55.4,
2025-04-21,2025-04,Maisa 2+3,,Clean,Standard Clean,Tea,inferred,,,5.0,0,0.03,0.15,,,,
2025-04-21,2025-04,Maisa 2+3,,TB322,ORG Dandelion Caramel Nut Tea Bag - A,Tea,inferred,,yes,4.0,28320,4.11,16.44,6890.5,114.842,1722.6,
2025-04-21,2025-04,WeighRight,,80010,ORG Vanilla Nut 11oz Bag/6 Count Case - GA,Bag/Other,inferred,,yes,3.0,230,4.1,12.3,56.1,0.935,18.7,
2025-04-21,2025-04,WeighRight,,80010L,Org Vanilla Nut 11OZ Bag/Box of 24 - GA,Bag/Other,inferred,,yes,3.0,1032,1.2,3.6,860.0,14.333,286.7,
2025-04-21,2025-04,WeighRight,,80030,ORG Almond Amaretto 11OZ Bag/6 Count Case - GA,Bag/Other,inferred,,yes,3.0,230,2.52,7.56,91.3,1.521,30.4,
2025-04-21,2025-04,WeighRight,,80030A,AMZN Org Almond Amaretto 11OZ Bag/Box of 24 - GA,Bag/Other,inferred,,yes,3.0,864,2.0,6.0,432.0,7.2,144.0,
2025-04-21,2025-04,WeighRight,,80030L,ORG Almond Amaretto 11OZ Bag/Box of 24 - GA,Bag/Other,inferred,,yes,3.0,360,1.04,3.12,346.2,5.769,115.4,
2025-04-21,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.24,0.72,,,,
2025-04-22,2025-04,Assembly,,12251L,Holiday Tea Bag Sampler Box ,Sampler,inferred,,yes,1.0,118,3.1,3.1,38.1,0.634,38.1,
2025-04-22,2025-04,Assembly,,42111A,DO NOT MAKE AMZN ORG French Vanilla 25CT Tea Bag - G,Tea,inferred,,yes,1.0,120,0.3,0.3,400.0,6.667,400.0,
2025-04-22,2025-04,Assembly,,50091,Teeccino Nut Flavor Sampler,Sampler,governed,high,yes,1.0,125,5.45,5.45,22.9,0.382,22.9,
2025-04-22,2025-04,Assembly,,53091,AMZN Dandelion 6 Packet Sampler - X002V5663N,Sampler,inferred,,yes,1.0,150,4.55,4.55,33.0,0.549,33.0,
2025-04-22,2025-04,Assembly,,80110L,Org French Roast 11oz Bag/Box of 24 - G,Bag/Other,inferred,,yes,1.0,15,1.06,1.06,14.2,0.236,14.2,
2025-04-22,2025-04,Maisa 1,,43330F,Dandelion Turmeric Dual Language 10 cnt TB,Tea,inferred,,yes,3.0,230,4.3,12.9,53.5,0.891,17.8,
2025-04-22,2025-04,Maisa 1,,45030,ORG Lion's Mane Rhodiola 10 Ct Tea Bag/6 Count Case - G,Tea,inferred,,yes,3.0,276,4.55,13.65,60.7,1.011,20.2,
2025-04-22,2025-04,Maisa 1,,Clean,Standard Clean,Tea,inferred,,,3.0,0,1.07,3.21,,,,
2025-04-22,2025-04,Maisa 1,,TB333,ORG Dandelion Turmeric Tea Bag,Tea,inferred,,yes,3.0,7000,1.31,3.93,5343.5,89.059,1781.2,
2025-04-22,2025-04,Maisa 2+3,,40010,ORG Vanilla Nut 10ct/6pk Tea Bag - GA,Tea,inferred,,yes,5.0,1380,9.47,47.35,145.7,2.429,29.1,
2025-04-22,2025-04,Maisa 2+3,,40011,ORG Vanila Nut 25CT Tea Bag - GA,Tea,governed,high,yes,5.0,432,1.3,6.5,332.3,5.538,66.5,
2025-04-22,2025-04,Maisa 2+3,,40011A,ORG 25 CT Vanilla Nut AMZN - GA,Tea,inferred,,yes,5.0,72,0.13,0.65,553.8,9.231,110.8,
2025-04-22,2025-04,Maisa 2+3,,Clean,Standard Clean,Tea,inferred,,,5.0,0,0.5,2.5,,,,
2025-04-22,2025-04,Maisa 2+3,,TB060,ORG Hazelnut Tea Bag Loose - GA,Tea,inferred,,yes,4.0,15000,1.43,5.72,10489.5,174.825,2622.4,
2025-04-22,2025-04,WeighRight,,10035,Chicory 5 Lb Bag,Bag/Other,inferred,,yes,3.0,239,1.45,4.35,164.8,2.747,54.9,
2025-04-22,2025-04,WeighRight,,55070,ORG Miraculous Mushrooms A+P 30g Trial Size Packet,Bag/Other,inferred,,yes,3.0,923,2.0,6.0,461.5,7.692,153.8,
2025-04-22,2025-04,WeighRight,,56010,Dark Chocolate 30g Trial Size Packet,Bag/Other,inferred,,yes,3.0,1080,2.08,6.24,519.2,8.654,173.1,
2025-04-22,2025-04,WeighRight,,66010,ORG Dark Chocolate 5 Lb Bag,Bag/Other,inferred,,yes,3.0,48,0.21,0.63,228.6,3.81,76.2,
2025-04-22,2025-04,WeighRight,,80030L,ORG Almond Amaretto 11OZ Bag/Box of 24 - GA,Bag/Other,inferred,,yes,3.0,72,0.24,0.72,300.0,5.0,100.0,
2025-04-22,2025-04,WeighRight,,82060L,ORG Maple Pecan 11OZ Bag/Box of 24 - GA,Bag/Other,inferred,,yes,3.0,960,1.5,4.5,640.0,10.667,213.3,
2025-04-22,2025-04,WeighRight,,86013,DO NOT MAKE ORG Dark Chocolate 10OZ Bag 3PK ,Bag/Other,inferred,,yes,3.0,80,0.5,1.5,160.0,2.667,53.3,
2025-04-22,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.36,1.08,,,,
2025-04-22,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.46,1.38,,,,
2025-04-22,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.4,1.2,,,,
2025-04-22,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.2,0.6,,,,
2025-04-22,2025-04,WeighRight,,CleanGA,Clean + Gluten + Almond Tests,Bag/Other,inferred,,,3.0,0,0.42,1.26,,,,
2025-04-23,2025-04,Assembly,,40001A,AMZN Labeled Herbal Tea Sampler Box/Variety Pack,Bundle,inferred,,yes,4.0,259,2.0,8.0,129.5,2.158,32.4,
2025-04-23,2025-04,Assembly,,42121,ORG Chocolate Raspberry 25CT Tea Bag - G,Tea,governed,high,yes,1.0,120,6.12,6.12,19.6,0.327,19.6,
2025-04-23,2025-04,Assembly,,45001,Mushroom Adaptogen TB Sampler Box - 6 Count Case - G,Sampler,inferred,,yes,1.0,120,1.0,1.0,120.0,2.0,120.0,
2025-04-23,2025-04,Assembly,,80033,ORG Almond Amaretto 11OZ Bag 3PK - GA,Bag/Other,inferred,,yes,1.0,80,0.3,0.3,266.7,4.444,266.7,
2025-04-23,2025-04,Maisa 1,,45030,ORG Lion's Mane Rhodiola 10 Ct Tea Bag/6 Count Case - G,Tea,inferred,,yes,3.0,414,6.42,19.26,64.5,1.075,21.5,
2025-04-23,2025-04,Maisa 1,,45030F,Lion's Mane Rhodiola Dual Language 10 cnt TB - G,Tea,inferred,,yes,3.0,230,4.49,13.47,51.2,0.854,17.1,
2025-04-23,2025-04,Maisa 1,,45031,ORG Lion's Mane Rhodiola 25 Ct Tea Bag - G,Tea,inferred,,yes,3.0,72,0.34,1.02,211.8,3.529,70.6,
2025-04-23,2025-04,Maisa 2+3,,40060L,Org Hazelnut 10 Ct Tea Bag Loose - GA,Tea,governed,high,yes,5.0,1032,1.23,6.15,839.0,13.984,167.8,
2025-04-23,2025-04,Maisa 2+3,,40061A,ORG 25 CT Hazelnut AMZN - GA,Tea,inferred,,yes,5.0,864,2.52,12.6,342.9,5.714,68.6,
2025-04-23,2025-04,Maisa 2+3,,45071,ORG Miraculous Mushroom A&P 25 Ct Tea Bag,Tea,inferred,,yes,5.0,432,1.13,5.65,382.3,6.372,76.5,
2025-04-23,2025-04,Maisa 2+3,,47010,75147 TJ ORG Roasted Herbal Cofee (12 Pack) - G,Tea,inferred,,yes,5.0,186,2.55,12.75,72.9,1.216,14.6,
2025-04-23,2025-04,Maisa 2+3,,CLeanGA,Clean + Gluten + Allergen Tests,Tea,inferred,,,5.0,0,0.32,1.6,,,,
2025-04-23,2025-04,Maisa 2+3,,Clean,Standard Clean,Tea,inferred,,,5.0,0,0.29,1.45,,,,
2025-04-23,2025-04,Maisa 2+3,,TB507,ORG Miraculous Mushroom A&P Loose Tea Bag,Tea,inferred,,yes,4.0,6830,0.54,2.16,12648.1,210.802,3162.0,
2025-04-23,2025-04,WeighRight,,55030,Lion's Mane Rhodiola 30g Trial Size Packet - G,APG,governed,high,yes,3.0,540,0.58,1.74,931.0,15.517,310.3,
2025-04-23,2025-04,WeighRight,,55050,Turkey Tail Astragalus 30g Trial Size Packet - G,Bag/Other,inferred,,yes,3.0,1080,2.09,6.27,516.7,8.612,172.2,
2025-04-23,2025-04,WeighRight,,65050,ORG Turkey Tail Astragalus 5 Lb Bag - G,Bag/Other,inferred,,yes,3.0,40,0.21,0.63,190.5,3.175,63.5,
2025-04-23,2025-04,WeighRight,,83330L,ORG Dandelion Turmeric 10 Oz Bag/Box of 24,APG,governed,high,yes,3.0,429,1.01,3.03,424.8,7.079,141.6,
2025-04-23,2025-04,WeighRight,,85050L,ORG Turkey Tail Astragalus 10 Oz Bag/Box of 24 - G,Bag/Other,inferred,,yes,3.0,1800,5.1,15.3,352.9,5.882,117.6,
2025-04-23,2025-04,WeighRight,,85053,DO NOT MAKE ORG Turkey Tail Astragalus 10OZ Bag 3PK - G,Bag/Other,inferred,,yes,3.0,80,0.56,1.68,142.9,2.381,47.6,
2025-04-23,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.36,1.08,,,,
2025-04-23,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.47,1.41,,,,
2025-04-24,2025-04,Assembly,,40001A,AMZN Labeled Herbal Tea Sampler Box/Variety Pack,Bundle,inferred,,yes,4.0,259,2.0,8.0,129.5,2.158,32.4,
2025-04-24,2025-04,Assembly,,50093,Wellness Packet Sampler Pack,Sampler,governed,high,yes,2.0,21,0.38,0.76,55.3,0.921,27.6,
2025-04-24,2025-04,Maisa 1,,45031,ORG Lion's Mane Rhodiola 25 Ct Tea Bag - G,Tea,inferred,,yes,3.0,1128,8.01,24.03,140.8,2.347,46.9,
2025-04-24,2025-04,Maisa 1,,TB503,ORG Lion's Mane Rhodiola Loose Tea Bag - G,Tea,inferred,,yes,3.0,17000,4.09,12.27,4156.5,69.275,1385.5,
2025-04-24,2025-04,Maisa 2+3,,47010,75147 TJ ORG Roasted Herbal Cofee (12 Pack) - G,Tea,inferred,,yes,5.0,730,11.5,57.5,63.5,1.058,12.7,
2025-04-24,2025-04,WeighRight,,55030,Lion's Mane Rhodiola 30g Trial Size Packet - G,APG,governed,high,yes,3.0,540,0.55,1.65,981.8,16.364,327.3,
2025-04-24,2025-04,WeighRight,,60120,DO NOT MAKE ORG Maya Chai 5 Lb Bag - G,Bag/Other,inferred,,yes,3.0,10,0.15,0.45,66.7,1.111,22.2,
2025-04-24,2025-04,WeighRight,,80120L,DO NOT MAKE ORG Maya Chai 11oz Bag/Box of 24 - G,Bag/Other,inferred,,yes,3.0,240,0.42,1.26,571.4,9.524,190.5,
2025-04-24,2025-04,WeighRight,,80130A,AMZN Org Maca Chocolate 11OZ Bag/Box of 24 - G,Bag/Other,inferred,,yes,3.0,10,0.49,1.47,20.4,0.34,6.8,
2025-04-24,2025-04,WeighRight,,83220L,Dandelion Caramel Nut 10 Oz Bag/Box of 24 - A,Bag/Other,inferred,,yes,3.0,1577,3.25,9.75,485.2,8.087,161.7,
2025-04-24,2025-04,WeighRight,,83340L,ORG Dandelion Coconut 10 Oz Bag/Box of 24 - A,APG,governed,high,yes,3.0,528,1.2,3.6,440.0,7.333,146.7,
2025-04-24,2025-04,WeighRight,,85030L,ORG Lion's Mane Rhodiola 10 Oz Bag/Box of 24 - G,APG,governed,high,yes,3.0,816,2.11,6.33,386.7,6.445,128.9,
2025-04-24,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.45,1.35,,,,
2025-04-24,2025-04,WeighRight,,Clean,Standard Clean,Bag/Other,inferred,,,3.0,0,0.32,0.96,,,,
2025-04-24,2025-04,WeighRight,,CleanA,Clean + Almond Test,Bag/Other,inferred,,,3.0,0,0.3,0.9,,,,
2025-04-24,2025-04,WeighRight,,CleanG,Clean + Gluten Test,Bag/Other,inferred,,,3.0,0,0.39,1.17,,,,
2025-04-28,2025-04,Assembly,,40012,ORG Vanilla Nut Tea Bag Demo Tray - GA,Tea,inferred,,yes,1.0,2,0.59,0.59,3.4,0.056,3.4,
2025-04-28,2025-04,Assembly,,40062,ORG Hazelnut Tea Bag Demo Tray,Tea,inferred,,yes,1.0,2,1.19,1.19,1.7,0.028,1.7,
2025-04-28,2025-04,Assembly,,43112,ORG Dandelion Dark Roast Tea Bag Demo Tray,Tea,inferred,,yes,1.0,1,0.58,0.58,1.7,0.029,1.7,
2025-04-28,2025-04,Assembly,,45012,Reishi Eleuthero TB Demo Tray - G,Tea,inferred,,yes,1.0,2,0.56,0.56,3.6,0.06,3.6,
2025-04-28,2025-04,Assembly,,45022,Chaga Ashwaganda TB Demo Tray,Tea,inferred,,yes,1.0,2,1.1,1.1,1.8,0.03,1.8,
2025-04-28,2025-04,Assembly,,45032,ORG Lion's Mane Rhodiola Tea Bag Demo Tray - G,Tea,inferred,,,1.0,2,,,,,,outlier_time
2025-04-28,2025-04,Assembly,,45052,Turkey Tail Astragalus TB Demo Tray - G,Tea,inferred,,yes,1.0,50,0.55,0.55,90.9,1.515,90.9,
2025-04-28,2025-04,Assembly,,50092,Teeccino Chocolate Flavor Sampler,Sampler,governed,high,yes,1.0,250,9.08,9.08,27.5,0.459,27.5,
2025-04-28,2025-04,Assembly,,GDB010,ORG Vanilla Nut Packet Goody Bag - GA,Bag/Other,inferred,,yes,1.0,50,1.2,1.2,41.7,0.694,41.7,
2025-04-28,2025-04,Assembly,,GDB060,ORG Hazelnut Packet Goody Bag - GA,Bag/Other,inferred,,yes,1.0,50,0.49,0.49,102.0,1.701,102.0,
2025-04-28,2025-04,Assembly,,GDB080,ORG Mocha Packet Goody Bag,Bag/Other,inferred,,yes,1.0,50,0.35,0.35,142.9,2.381,142.9,
2025-04-28,2025-04,Assembly,,GDB110,ORG French Roast Packet Goody Bag - G,Bag/Other,inferred,,yes,1.0,50,0.41,0.41,122.0,2.033,122.0,
2025-04-28,2025-04,Assembly,,GDB501,ORG Reishi Eleuthero Packet Goody Bag - G,Bag/Other,inferred,,yes,1.0,50,1.16,1.16,43.1,0.718,43.1,
2025-04-28,2025-04,Assembly,,GDB502,ORG Chaga Ashwaganda Packet Goody Bag,Bag/Other,inferred,,yes,1.0,50,1.19,1.19,42.0,0.7,42.0,
2025-04-28,2025-04,Assembly,,GDB505,ORG Turkey Tail Astragalus Packet Goody BAg - G,Bag/Other,inferred,,yes,1.0,50,1.54,1.54,32.5,0.541,32.5,
2025-04-28,2025-04,Assembly,,GDB601,ORG Dark Chocolate Packet Goody Bag,Bag/Other,inferred,,yes,1.0,50,0.5,0.5,100.0,1.667,100.0,
2025-04-28,2025-04,Maisa 1,,43340F,Dandelion Coconut Dual Language 10 cnt TB - A,Tea,inferred,,yes,3.0,230,3.27,9.81,70.3,1.172,23.4,
2025-04-28,2025-04,Maisa 1,,43341,Dandelion Coconut 25 Count Tea Bag - A,Tea,governed,high,yes,3.0,816,5.22,15.66,156.3,2.605,52.1,
2025-04-28,2025-04,Maisa 1,,CleanG,Clean + Gluten Test,Tea,inferred,,,3.0,0,0.35,1.05,,,,
2025-04-28,2025-04,Maisa 1,,TB334,ORG Dandelion Coconut Tea Bag - A,Tea,inferred,,yes,3.0,500,1.25,3.75,400.0,6.667,133.3,
2025-04-28,2025-04,Maisa 1,,TB503,ORG Lion's Mane Rhodiola Loose Tea Bag - G,Tea,inferred,,yes,3.0,1974,0.4,1.2,4935.0,82.25,1645.0,
2025-04-28,2025-04,Maisa 2+3,,40132,ORG Maca Chocolate 25CT Tea Bag - G,Tea,governed,high,yes,5.0,672,2.5,12.5,268.8,4.48,53.8,
2025-04-28,2025-04,Maisa 2+3,,47010,75147 TJ ORG Roasted Herbal Cofee (12 Pack) - G,Tea,inferred,,yes,5.0,464,6.17,30.85,75.2,1.253,15.0,
2025-04-28,2025-04,Maisa 2+3,,Clean,Standard Clean,Tea,inferred,,,5.0,0,0.39,1.95,,,,
2025-04-28,2025-04,Maisa 2+3,,CleanGA,Clean + Gluten + Almond Tests,Tea,inferred,,,2.0,0,0.3,0.6,,,,
2025-04-28,2025-04,Maisa 2+3,,TB130,ORG Maca Chocolate Tea Bag - G,Tea,inferred,,yes,2.0,13990,2.56,5.12,5464.8,91.081,2732.4,
2025-04-28,2025-04,Maisa 2+3,,TB130,ORG Maca Chocolate Tea Bag - G,Tea,inferred,,yes,2.0,500,0.13,0.26,3846.2,64.103,1923.1,
2025-04-28,2025-04,WeighRight,,60070,ORG Java 5 Lb Bag - GA,Bag/Other,inferred,,yes,3.0,8,0.21,0.63,38.1,0.635,12.7,
2025-04-28,2025-04,WeighRight,,65050,ORG Turkey Tail Astragalus 5 Lb Bag - G,Bag/Other,inferred,,yes,3.0,60,1.13,3.39,53.1,0.885,17.7,
2025-04-28,2025-04,WeighRight,,80080L,Org Mocha 11OZ Bag/Box of 24 - GA,Bag/Other,inferred,,yes,3.0,1800,4.17,12.51,431.7,7.194,143.9,
2025-04-28,2025-04,WeighRight,,80083,ORG Mocha 11OZ Bag 3PK  - GA,Bag/Other,inferred,,yes,3.0,32,0.12,0.36,266.7,4.444,88.9,
