item,description,primary_machine,runs,scorable_runs,units_made,scorable_units,machine_hrs,direct_labor_hrs,direct_labor_usd,expected_hrs,actual_hrs_scorable,efficiency_pct,standard_looks_suspect,overrun_hrs,overrun_usd,actual_units_per_operator_hr,standard_units_per_operator_hr,actual_units_per_machine_hr
GDB501,ORG Reishi Eleuthero Packet Goody Bag - G,Assembly,7,7,490,490,14.9,15.3,399.5,16.8,15.3,109.8,,-1.5,-39.0,31.96,29.12,32.97
40014,ORG Vanila Nut 10CT Tea Bag 4PK  - GA,Maisa 1,3,3,288,288,1.8,6.3,164.7,7.9,6.3,125.2,,-1.6,-41.47,45.57,36.4,158.24
63080,ORG Dandelion Mocha 5 Lb Bag - A,WeighRight,5,5,135,135,1.0,3.0,78.96,4.6,3.0,153.0,,-1.6,-41.85,44.55,29.12,133.66
65010,ORG Reishi Eleuthero 5 Lb Bag - G,WeighRight,8,8,157,157,1.5,3.8,97.99,5.4,3.8,143.4,,-1.6,-42.51,41.76,29.12,103.29
82130A,AMZN Org Mexican Chocolate 11OZ Bag/Box of 24 - G,Assembly,3,3,552,552,1.4,2.1,53.94,3.8,2.1,183.2,yes,-1.7,-44.88,266.67,145.56,386.01
86020L,ORG Macadamia Nut 10 Oz Bag/Box of 24 - GA,WeighRight,5,4,875,875,3.5,6.8,177.73,6.0,4.3,140.4,,-1.7,-45.12,204.44,145.56,246.48
83110,ORG Dandelion Dark Roast 10 Oz Bag/6 Count Case,WeighRight,5,5,450,450,5.6,16.8,437.03,18.5,16.8,110.6,,-1.8,-46.24,26.83,24.27,80.5
45041,ORG Cordyceps Schisandra 25 Ct Tea Bag,Maisa 2+3,3,1,515,275,8.2,2.9,76.62,4.7,2.9,160.6,,-1.8,-46.43,93.54,58.24,63.11
31010,ORG Instant Hazelnut Latte 6Ct Case,Assembly,4,4,95,95,2.5,4.0,105.28,5.9,4.0,145.3,,-1.8,-47.72,23.51,16.18,38.46
42040L,ORG Snickerdoodle 10ct Loose - GA,Maisa 1,5,4,2389,2245,3.7,13.6,353.37,15.4,13.6,113.7,,-1.9,-48.55,165.56,145.56,645.68
62060,ORG Maple Pecan 5 Lb Bag - GA,WeighRight,8,7,148,148,1.2,3.8,97.73,5.1,3.2,159.8,,-1.9,-49.57,46.54,29.12,118.4
45070L,Org Miraculous Mushroom A&P 10Ct Tea Bag Loose,Maisa 1,3,3,1273,1273,2.0,6.8,177.99,8.7,6.8,128.0,,-1.9,-49.92,186.38,145.56,633.33
52040,ORG Snickerdoodle 30g Trial Size Packet - GA,WeighRight,3,2,2052,1459,2.7,8.1,210.3,10.0,8.1,124.2,,-2.0,-50.9,180.79,145.56,762.83
40011F,ORG Vanilla Nut DL 25CT Tea Bag AMZN (24pk) - GA,Maisa 1,5,5,684,684,3.2,9.8,254.35,11.7,9.8,120.3,,-2.0,-51.71,70.08,58.24,211.76
60130,ORG MACA Chocolate 5 Lb Bag - G,WeighRight,8,8,195,195,1.6,4.7,121.96,6.7,4.7,143.1,,-2.0,-52.54,41.67,29.12,125.0
10071A,AMZN - WWB - ORG Roasted Barley - 1 Lb - G,WeighRight,2,2,1452,1452,4.3,12.9,336.96,15.0,12.9,115.7,,-2.0,-52.79,112.3,97.09,336.89
63340,ORG Dandelion Coconut 5 Lb Bag - A,WeighRight,6,6,136,136,0.9,2.6,68.8,4.7,2.6,176.9,yes,-2.0,-52.91,51.52,29.12,154.55
60120,DO NOT MAKE ORG Maya Chai 5 Lb Bag - G,WeighRight,5,5,142,142,0.9,2.8,73.49,4.9,2.8,172.9,,-2.1,-53.59,50.35,29.12,151.06
43314,ORG Dandelion Mocha Mint 10CT Tea Bag 4PK - A,Maisa 1,2,2,384,384,2.8,8.5,221.25,10.5,8.5,124.2,,-2.1,-53.64,45.23,36.4,135.69
TB301,ORG Dandelion Vanilla Nut Tea Bag - A,Maisa 1,4,3,10570,10570,2.3,5.6,145.15,7.3,5.1,142.4,,-2.2,-56.64,2064.45,1449.28,4635.96
65020,ORG Chaga Ashwagandha 5 Lb Bag,WeighRight,8,8,294,294,2.6,7.9,205.61,10.1,7.9,128.0,,-2.2,-57.49,37.26,29.12,111.79
52130,Mexican Chocolate 30g Trial Size Packet (Boutique Style) - G,WeighRight,1,1,540,540,0.5,1.5,39.09,3.7,1.5,247.3,,-2.2,-57.59,360.0,145.56,1080.0
80043,ORG Blood Orange 11OZ Bag 3PK - GA,Assembly,2,2,240,240,2.7,2.7,70.88,4.9,2.7,181.8,,-2.2,-57.96,88.24,48.54,88.24
60020,ORG Chocolate Mint 5 Lb Bag - GA,WeighRight,5,4,129,129,1.0,2.9,75.83,4.4,2.2,202.3,yes,-2.2,-58.37,58.9,29.12,132.99
80086,Mocha 500g APG Bag - GA,WeighRight,4,4,1476,1476,4.3,13.0,337.74,15.2,13.0,117.3,,-2.2,-58.45,113.89,97.09,341.67
50140,ORG Original 30g Trial Size Packet - G,WeighRight,1,1,900,900,1.3,3.9,102.42,6.2,3.9,157.3,,-2.3,-58.71,229.01,145.56,687.02
50030,Almond Amaretto 30g Trial Size Packet - GA,WeighRight,4,4,3897,3897,8.1,24.4,636.39,26.8,24.4,109.6,,-2.4,-61.3,159.58,145.56,478.75
40110,ORG French Roast 10 Count Tea Bag - G,Maisa 1,20,20,6912,6912,82.9,282.5,7361.69,284.8,282.5,100.8,,-2.4,-61.33,24.47,24.27,83.37
TB201,ORG Pumpkin Spice Tea Bag - GA,Maisa 2+3,1,1,10000,10000,2.2,4.5,116.23,6.9,4.5,154.7,,-2.4,-63.59,2242.15,1449.28,4484.3
45023,ORG Chaga Ashwagandha 25CT Tea Bag 3PK,Assembly,5,5,312,312,8.6,13.5,351.03,16.1,13.5,119.3,,-2.6,-67.79,23.16,19.41,36.32
83220A,AMZN Dandelion Caramel Nut 10 Oz Bag/Box of 24 - A,WeighRight,5,5,2112,2112,4.2,11.9,310.11,14.5,11.9,121.9,,-2.6,-68.0,177.48,145.56,498.11
40116,French Roast Tagless Tea Bag - 50 Ct - G,Assembly,23,23,6099,6099,117.3,206.8,5389.47,209.4,206.8,101.3,,-2.6,-68.53,29.49,29.12,52.0
40091,Teeccino Intro Tea Bag Sampler,Assembly,5,4,500,500,17.3,23.6,614.49,17.2,14.5,118.1,,-2.6,-68.54,34.39,29.12,28.87
83370L,ORG Blueberry Vanilla 10 Oz Bag/Box of 24,WeighRight,5,5,2301,2301,4.4,13.2,343.21,15.8,13.2,120.0,,-2.6,-68.74,174.72,145.56,524.15
TB211,ORG French Vanilla Tea Bag - G,Maisa 2+3,2,2,12000,12000,1.4,5.6,146.98,8.3,5.6,146.8,,-2.6,-68.8,2127.66,1449.28,8510.64
55060,Tremella Tulsi 30g Trial Size Packet,WeighRight,3,3,2340,2340,5.0,13.4,349.46,16.1,13.4,119.9,,-2.7,-69.47,174.5,145.56,468.0
43310F,Dandelion Mocha Mint Dual Language 10 cnt TB - A,Maisa 2+3,7,7,527,527,8.0,19.0,496.18,21.7,19.0,114.1,,-2.7,-69.78,27.68,24.27,65.88
83310L,ORG Dandelion Mocha Mint 10 Oz Bag/Box of 24 - A,WeighRight,6,6,1887,1887,3.4,10.3,267.38,13.0,10.3,126.4,,-2.7,-70.46,183.92,145.56,551.75
40113,ORG French Roast 25CT Tea Bag 3PK - G,Maisa 1,9,9,804,804,18.5,38.6,1005.39,41.4,38.6,107.3,,-2.8,-73.86,20.84,19.41,43.55
40060,ORG Hazelnut 10ct/6pk Tea Bag - GA,Maisa 1,27,27,8485,8485,107.5,346.7,9033.96,349.7,346.7,100.9,,-3.0,-78.36,24.48,24.27,78.92
TB334,ORG Dandelion Coconut Tea Bag - A,Maisa 1,12,12,126690,126690,29.3,84.1,2192.43,87.4,84.1,103.9,,-3.3,-85.64,1505.88,1449.28,4323.89
40111F,ORG French Roast DL 25CT Tea Bag AMZN (24pk) - G,Maisa 1,3,3,360,360,0.8,2.9,75.31,6.2,2.9,213.9,yes,-3.3,-85.77,124.57,58.24,423.53
83080L,ORG Dandelion Mocha 10 Oz Bag/Box of 24 - A,WeighRight,7,7,3502,3502,7.0,20.8,540.75,24.1,20.8,115.9,,-3.3,-86.23,168.77,145.56,498.15
29002,ORG FR/HZ/VN 300g Variety Pack,Assembly,3,2,83,83,4.8,4.8,125.09,5.1,1.8,285.0,,-3.3,-86.79,46.11,16.18,17.29
43321A,DO NOT MAKE Dandelion Red Chai 25 Count Tea Bag,Maisa 1,3,3,552,552,2.2,6.0,157.14,9.5,6.0,157.2,,-3.4,-89.85,91.54,58.24,249.77
40110F,French Roast Dual Language 10ct/6pk TB - G,Maisa 2+3,4,4,1431,1431,11.1,55.5,1446.33,59.0,55.5,106.3,,-3.5,-90.47,25.78,24.27,128.92
85010,ORG Reishi Eleuthero 10 Oz Bag/6 Count Case - G,WeighRight,6,6,460,460,7.1,15.4,402.11,19.0,15.4,122.9,,-3.5,-91.9,29.81,24.27,64.34
63220,ORG Dandelion Caramel Nut 5 Lb Bag - A,WeighRight,5,5,242,242,1.7,4.6,120.14,8.3,4.6,180.3,yes,-3.7,-96.43,52.49,29.12,143.2
43220F,Dandelion Caramel Nut Dual Language 10 cnt TB - A,Maisa 2+3,11,11,1623,1623,15.7,63.2,1645.95,66.9,63.2,105.9,,-3.7,-97.04,25.7,24.27,103.64
80130,ORG MACA Chocolate 11OZ Bag/6 Count Case - G,WeighRight,5,4,457,457,7.1,17.0,443.02,18.8,14.9,126.8,,-4.0,-103.8,30.77,24.27,64.37
53098,Dandelion Packet Sampler Pack,Assembly,2,1,304,142,0.2,0.8,20.85,4.9,0.8,609.5,,-4.1,-106.23,177.5,29.12,1520.0
80020A,AMZN Org Chocolate Mint11OZ Bag/Box of 24 - GA,WeighRight,4,4,1416,1416,1.9,5.6,146.98,9.7,5.6,172.5,,-4.1,-106.53,251.06,145.56,753.19
52010,Pumpkin Spice 30g Trial Size Packet - GA,WeighRight,2,2,1080,1080,1.1,3.3,86.0,7.4,3.3,224.8,,-4.1,-107.36,327.27,145.56,981.82
66010,ORG Dark Chocolate 5 Lb Bag,WeighRight,13,12,397,397,3.3,9.8,256.43,13.6,9.5,143.8,,-4.2,-108.23,41.88,29.12,121.04
TB507,ORG Miraculous Mushroom A&P Loose Tea Bag,Maisa 2+3,4,4,14459,14459,2.3,5.8,151.67,10.0,5.8,171.4,,-4.2,-108.32,2484.36,1449.28,6313.97
43340F,Dandelion Coconut Dual Language 10 cnt TB - A,Maisa 1,5,5,654,654,6.1,22.6,590.26,27.0,22.6,119.0,,-4.3,-112.09,28.87,24.27,108.1
82130L,ORG Mexican Chocolate 11OZ Bag/Box of 24 - G,WeighRight,8,8,3990,3990,7.7,23.0,600.42,27.4,23.0,119.0,,-4.4,-113.92,173.18,145.56,519.53
42081,ORG Irish Cream 25Ct Tea Bag Box - G,Maisa 2+3,10,10,2818,2818,12.4,44.0,1145.34,48.4,44.0,110.1,,-4.4,-115.58,64.12,58.24,227.07
45033,ORG Lion's Mane Rhodiola 25CT Tea Bag 3PK - G,Maisa 2+3,3,3,284,284,2.7,10.2,265.03,14.6,10.2,143.8,,-4.5,-116.2,27.93,19.41,106.37
TB308,ORG Dandelion Mocha Tea Bag - A,Maisa 2+3,2,2,11000,11000,0.9,3.1,81.57,7.6,3.1,242.5,,-4.5,-116.23,3514.38,1449.28,12222.22
82080L,ORG Irish Cream 11 Oz Bag/Box of 24 - G,WeighRight,5,5,2256,2256,3.6,10.9,284.58,15.5,10.9,141.9,,-4.6,-119.32,206.59,145.56,619.78
86010L,ORG Dark Chocolate 10 Oz Bag/Box of 24,WeighRight,25,23,16534,15862,37.1,109.0,2840.8,109.0,104.4,104.4,,-4.6,-120.19,151.99,145.56,445.54
82110L,ORG French Vanilla 11OZ Bag/Box of 24 - G,WeighRight,6,6,2790,2790,4.8,14.5,376.83,19.2,14.5,132.6,,-4.7,-122.67,192.95,145.56,578.84
83220L,Dandelion Caramel Nut 10 Oz Bag/Box of 24 - A,WeighRight,11,11,6416,6416,13.2,39.3,1025.2,44.1,39.3,112.0,,-4.7,-123.47,163.09,145.56,486.8
TB204,ORG Snickerdoodle Tea Bag - GA,Maisa 2+3,11,11,102277,102277,20.2,65.8,1713.97,70.6,65.8,107.3,,-4.8,-125.12,1555.07,1449.28,5058.21
45020L,ORG Chaga Ashwagandha 10-Ct Tea Bag,Maisa 2+3,8,7,4284,4284,6.0,24.6,639.77,29.4,24.6,119.9,,-4.9,-127.2,174.5,145.56,710.45
80083,ORG Mocha 11OZ Bag 3PK  - GA,WeighRight,11,11,1840,1840,11.2,33.0,860.24,37.9,33.0,114.8,,-4.9,-127.54,55.74,48.54,164.14
40110L,Org French Roast 10 Ct Tea Bag Loose - G,Maisa 1,4,4,3540,3540,9.3,19.4,505.56,24.3,19.4,125.4,,-4.9,-128.21,182.47,145.56,379.83
45060,ORG Tremella Tulsi 10 Ct Tea Bag/6 Count Case,Maisa 2+3,4,4,1231,1231,9.7,45.8,1193.55,50.7,45.8,110.8,,-4.9,-128.46,26.88,24.27,127.43
53340,Dandelion Coconut 30g Trial Size Packet - A,WeighRight,2,2,3240,3240,5.8,17.3,451.1,22.3,17.3,128.6,,-4.9,-128.97,187.18,145.56,561.53
TB505,ORG Turkey Tail Astragalus Loose Tea Bag - G,Maisa 2+3,12,12,143165,143165,35.8,93.7,2442.34,98.8,93.7,105.4,,-5.1,-131.96,1527.58,1449.28,4001.26
53080,Dandelion Mocha 30g Trial Size Packet - A,WeighRight,3,3,3271,3271,5.8,17.4,453.44,22.5,17.4,129.1,,-5.1,-132.17,187.99,145.56,563.97
43223,ORG Dandelion Caramel Nut 25CT Tea Bag 3PK - A,Maisa 2+3,4,4,660,660,6.2,28.8,750.53,34.0,28.8,118.0,,-5.2,-135.42,22.92,19.41,105.77
45070,ORG Miraculous Mushrooms A&P 10Ct/6Pk Tea Bag,Maisa 1,20,18,3798,3722,42.4,148.2,3861.57,153.4,148.2,103.5,,-5.2,-135.61,25.12,24.27,89.62
53310,Dandelion Mocha Mint 30g Trial Size Packet - A,WeighRight,2,2,2520,2520,4.0,11.9,311.16,17.3,11.9,145.0,,-5.4,-140.0,211.06,145.56,633.17
60080,ORG Mocha 5 Lb Bag - GA,WeighRight,10,10,471,471,4.3,10.8,280.93,16.2,10.8,150.0,,-5.4,-140.57,43.69,29.12,110.56
43310L,Org Dandelion Mocha Mint 10 Ct Tea Bag Loose - A,Maisa 2+3,7,7,4562,4562,7.1,25.9,673.91,31.3,25.9,121.2,,-5.5,-142.83,176.41,145.56,638.94
83340L,ORG Dandelion Coconut 10 Oz Bag/Box of 24 - A,WeighRight,9,9,4353,4353,8.1,24.3,633.26,29.9,24.3,123.1,,-5.6,-146.07,179.14,145.56,537.41
63110,ORG Dandelion Dark Roast 5 Lb Bag,WeighRight,12,12,715,715,6.3,18.9,493.32,24.6,18.9,129.7,,-5.6,-146.54,37.77,29.12,113.31
10015,"ORG Schisandra, 1 lb Bag",WeighRight,1,1,1232,1232,2.4,7.1,183.72,12.7,7.1,180.0,,-5.6,-146.97,174.75,97.09,524.26
40004,HZ/VN 10 Count 4 Pack,Assembly,1,1,112,112,2.0,2.0,53.42,7.7,2.0,375.2,,-5.6,-147.03,54.63,14.56,54.63
53091,AMZN Dandelion 6 Packet Sampler - X002V5663N,Assembly,7,7,960,960,17.5,27.2,709.87,33.0,27.2,121.0,,-5.7,-149.23,35.24,29.12,54.92
GDB311,ORG Dandelion Dark Roast Packet Goody Bag,Assembly,2,2,200,200,1.1,1.1,28.14,6.9,1.1,635.9,,-5.8,-150.84,185.19,29.12,185.19
55030,Lion's Mane Rhodiola 30g Trial Size Packet - G,WeighRight,3,3,2880,2880,4.6,13.9,361.97,19.8,13.9,142.4,,-5.9,-153.64,207.34,145.56,622.03
53010,Dandelion Vanilla Nut 30g Trial Size Packet - A,WeighRight,3,3,3060,3060,5.0,15.1,394.03,21.0,15.1,139.0,,-5.9,-153.81,202.38,145.56,607.14
82010L,ORG Pumpkins Spice 11oz Bag/Box of 24 - GA,WeighRight,4,4,2655,2655,4.2,12.2,317.67,18.2,12.2,149.6,,-6.0,-157.66,217.8,145.56,627.66
45020F,Chaga Ashwagandha Dual Language 10 cnt TB,Maisa 2+3,22,22,5452,5452,59.9,218.6,5695.93,224.7,218.6,102.8,,-6.1,-159.15,24.94,24.27,91.06
45001A,AMZN Mushroom Adapt Tea Bag Sampler Box,Assembly,2,2,432,432,8.6,8.6,224.64,14.8,8.6,172.1,,-6.2,-161.96,50.12,29.12,50.12
46010L,ORG Dark Chocolate 10 Ct Tea Bag/36 Count Box,Maisa 2+3,16,15,12300,11194,22.4,70.5,1838.01,76.9,70.5,109.0,,-6.4,-166.07,158.71,145.56,549.84
43313,DO NOT MAKE ORG Dandelion Mocha Mint 25CT Tea Bag 3PK - A,Maisa 1,2,2,228,228,1.8,5.4,139.94,11.7,5.4,218.7,,-6.4,-166.11,42.46,19.41,127.37
31005,ORG Instant Dandelion Blend Latte 6Ct Case ,AMS,6,3,204,136,4.1,7.6,197.27,8.4,2.0,418.1,yes,-6.4,-166.65,67.66,16.18,50.0
20011,ORG Vanilla Nut 300G Dual Language Bag - 6Ct Case - GA,WeighRight,4,4,462,462,4.2,12.6,329.14,19.0,12.6,150.7,,-6.4,-167.02,36.58,24.27,109.74
80070L,Org Java 11OZ Bag/Box of 24 - GA,WeighRight,10,10,7650,7650,15.4,46.1,1202.41,52.6,46.1,113.9,,-6.4,-167.19,165.8,145.56,497.4
80066A,Hazelnut 500g APG Bag - GA,WeighRight,10,10,4164,4164,12.1,36.3,945.98,42.9,36.3,118.2,,-6.6,-171.71,114.71,97.09,344.13
52060,Maple Pecan 30g Trial Size Packet - GA,WeighRight,4,4,2941,2941,4.5,13.5,351.03,20.2,13.5,150.0,,-6.7,-175.51,218.34,145.56,655.01
46013,ORG Dark Chocolate 25CT Tea Bag 3PK,Maisa 2+3,10,9,1072,1072,21.1,51.1,1332.97,55.2,48.4,114.1,,-6.8,-177.7,22.15,19.41,50.88
80080A,AMZN Org Mocha 11OZ Bag/Box of 24 - GA,WeighRight,8,8,4104,4104,9.5,21.2,552.21,28.2,21.2,133.1,,-7.0,-182.54,193.68,145.56,430.64
40130L,Org Maca Chocolate 10 Ct Tea Bag Loose - G,Maisa 2+3,4,4,2536,2536,3.3,10.4,271.02,17.4,10.4,167.5,,-7.0,-183.0,243.85,145.56,763.86
80030A,AMZN Org Almond Amaretto 11OZ Bag/Box of 24 - GA,WeighRight,12,12,7368,7368,14.5,43.6,1135.96,50.6,43.6,116.1,,-7.0,-183.15,169.03,145.56,507.09
TB030,ORG Almond Amaretto Tea Bag - GA,Maisa 1,6,6,37366,37366,5.5,18.7,488.36,25.8,18.7,137.6,,-7.0,-183.53,1993.92,1449.28,6818.61
55040,Cordyceps Schisandra 30g Trial Size Packet,WeighRight,1,1,1800,1800,2.5,5.1,132.91,12.4,5.1,242.5,,-7.3,-189.35,352.94,145.56,705.88
80080L,Org Mocha 11OZ Bag/Box of 24 - GA,WeighRight,14,13,9667,9667,22.7,66.1,1721.52,66.4,59.0,112.6,,-7.4,-193.69,163.9,145.56,425.48
TB501,ORG Reishi Eleuthero Loose Tea Bag - G,Maisa 2+3,13,13,122182,122182,24.8,76.7,1999.84,84.3,76.7,109.9,,-7.6,-197.16,1592.16,1449.28,4916.78
55092,Mushroom 6 Packet Sampler,Assembly,4,4,780,780,19.2,19.2,500.09,26.8,19.2,139.6,,-7.6,-197.93,40.65,29.12,40.65
60030,ORG Almond Amaretto 5 Lb Bag - GA,WeighRight,10,10,467,467,2.8,8.4,218.12,16.0,8.4,191.6,yes,-7.7,-199.8,55.79,29.12,167.38
55070,ORG Miraculous Mushrooms A+P 30g Trial Size Packet,WeighRight,5,5,6708,6708,12.8,38.4,999.92,46.1,38.4,120.1,,-7.7,-201.03,174.82,145.56,524.47
50089,ORG Raspberry Mocha 30g Trial Size Packet - GA,WeighRight,4,4,3240,3240,5.3,14.3,373.7,22.3,14.3,155.2,,-7.9,-206.36,225.94,145.56,615.97
40031,ORG Almond Amaretto 25CT Tea Bag - GA,Maisa 2+3,14,13,8058,8058,41.0,134.8,3512.37,138.4,130.2,106.2,,-8.1,-211.24,61.87,58.24,196.35
83110L,ORG Dandelion Dark Roast 10 oz Bag/Box of 24,WeighRight,26,25,22983,22983,56.1,156.1,4068.75,157.9,149.7,105.5,,-8.2,-214.04,153.55,145.56,409.75
60070,ORG Java 5 Lb Bag - GA,WeighRight,13,13,637,637,4.5,13.6,354.16,21.9,13.6,161.0,,-8.3,-215.9,46.87,29.12,140.62
40130,ORG Maca Chocolate 10ct/6pk Tea Bag - G,Maisa 2+3,24,24,7378,7378,80.5,295.7,7705.94,304.0,295.7,102.8,,-8.3,-217.53,24.95,24.27,91.62
80013,ORG Vanilla Nut 11oz Bag 3PK - GA,WeighRight,15,14,3216,3136,22.9,56.3,1465.88,64.6,56.3,114.8,,-8.4,-217.64,55.75,48.54,140.74
80063,ORG Hazelnut 11OZ Bag 3PK  - GA,WeighRight,12,11,3008,2624,16.9,45.7,1190.94,54.1,45.7,118.3,,-8.4,-217.72,57.42,48.54,177.78
53220,Dandelion Caramel Nut 30g Trial Size Packet - A,WeighRight,3,3,3780,3780,5.7,17.2,447.97,26.0,17.2,151.1,,-8.8,-228.77,219.9,145.56,659.69
85020,ORG Chaga Ashwagandha 10 Oz Bag/6 Count Case,WeighRight,19,19,3760,3760,48.6,145.8,3799.55,154.9,145.8,106.3,,-9.1,-238.44,25.79,24.27,77.37
80033,ORG Almond Amaretto 11OZ Bag 3PK - GA,WeighRight,12,12,1440,1440,8.3,20.5,533.97,29.7,20.5,144.8,,-9.2,-239.07,70.28,48.54,174.12
TB322,ORG Dandelion Caramel Nut Tea Bag - A,Maisa 2+3,11,11,131266,131266,29.0,80.8,2105.13,90.6,80.8,112.1,,-9.8,-255.22,1624.98,1449.28,4531.1
80020L,ORG Chocolate Mint 11OZ Bag/Box of 24 - GA,WeighRight,12,12,5074,5074,10.7,24.8,645.51,34.9,24.8,140.7,,-10.1,-262.9,204.84,145.56,472.44
TB333,ORG Dandelion Turmeric Tea Bag,Maisa 1,10,10,75640,75640,20.8,42.0,1095.56,52.2,42.0,124.1,,-10.2,-264.55,1799.24,1449.28,3643.55
80130L,Org Maca Chocoate 11oz Bag/Box of 24 - G,WeighRight,11,11,6045,6045,10.4,31.2,813.85,41.5,31.2,133.0,,-10.3,-268.4,193.56,145.56,580.69
10019,ORG Astragalus 8 Oz Bag,WeighRight,5,5,5001,5001,12.3,41.2,1073.93,51.5,41.2,125.0,,-10.3,-268.43,121.35,97.09,405.93
NTB0080,Mocha Tagless 6g Tea Bag - GA,Maisa 2+3,4,4,82596,82596,16.5,46.6,1214.4,57.0,46.6,122.3,,-10.4,-270.8,1772.45,1449.28,4990.69
TB205,ORG Gingerbread Tea Bag - GA,Maisa 2+3,3,3,74820,74820,11.8,40.7,1060.12,51.6,40.7,126.9,,-10.9,-285.25,1839.23,1449.28,6319.26
43340,ORG Dandelion Coconut 10CT Tea Bag - A,Maisa 1,21,21,6385,6385,75.3,252.1,6570.77,263.1,252.1,104.4,,-11.0,-286.29,25.32,24.27,84.75
TB601,ORG Dark Chocolate Loose Tea Bag,Maisa 2+3,7,7,65917,65917,11.8,34.4,895.42,45.5,34.4,132.4,,-11.1,-289.86,1918.42,1449.28,5567.31
GDB505,ORG Turkey Tail Astragalus Packet Goody BAg - G,Assembly,6,5,485,460,4.4,4.4,115.19,15.8,4.4,357.4,yes,-11.4,-296.47,104.07,29.12,109.73
NTB3110,Dandelion Dark Roast Tagless 6g Tea Bag,Maisa 2+3,15,15,221870,221870,48.7,141.7,3692.44,153.1,141.7,108.0,,-11.4,-297.09,1565.88,1449.28,4553.05
80070A,AMZN Org Java 11OZ Bag/Box of 24 - GA,WeighRight,15,15,9618,9618,19.3,54.3,1416.36,66.1,54.3,121.6,,-11.7,-305.57,176.96,145.56,497.31
TB502,ORG Chaga Ashwagandha Loose Tea Bag,Maisa 2+3,14,14,145228,145228,24.1,88.4,2303.96,100.2,88.4,113.3,,-11.8,-307.44,1642.66,1449.28,6016.07
85070,ORG Miraculous Mushrooms A&P 6Ct/10Oz APG Bag,WeighRight,12,12,1209,1209,14.0,37.7,981.94,49.8,37.7,132.2,,-12.1,-316.44,32.09,24.27,86.17
56010,Dark Chocolate 30g Trial Size Packet,WeighRight,11,11,13223,13223,26.2,78.7,2050.66,90.8,78.7,115.4,,-12.2,-316.68,168.04,145.56,504.12
50130,ORG MACA Chocolate 30g Trial Size Packet - G,WeighRight,7,7,7200,7200,12.3,36.8,960.05,49.5,36.8,134.3,,-12.6,-328.98,195.44,145.56,586.32
60060,ORG Hazelnut 5 Lb Bag - GA,WeighRight,15,15,978,978,7.0,20.8,543.35,33.6,20.8,161.1,,-12.7,-331.86,46.91,29.12,140.72
80116A,French Roast 500g APG Bag - G,WeighRight,12,12,4728,4728,12.2,35.6,928.0,48.7,35.6,136.8,,-13.1,-341.08,132.77,97.09,387.22
ntb0110,French Roast Tagless 6g Tea Bag - G,Maisa 2+3,2,2,44400,44400,8.6,17.2,447.71,30.6,17.2,178.3,,-13.5,-350.66,2584.4,1449.28,5168.8
80010L,Org Vanilla Nut 11OZ Bag/Box of 24 - GA,WeighRight,15,15,11528,11528,21.8,65.5,1706.67,79.2,65.5,120.9,,-13.7,-357.21,176.03,145.56,528.08
40086,Mocha Tagless Tea Bag - 50 Ct - GA,AMS,6,6,1620,1620,29.9,41.2,1073.93,55.6,41.2,135.0,,-14.4,-375.81,39.31,29.12,54.09
89001,FR/MCL/VN 11 Oz Variety Pack,Assembly,3,3,400,400,4.9,9.7,253.3,24.7,9.7,254.4,yes,-15.0,-391.0,41.15,16.18,82.3
55010,Reishi Eleuthero 30g Trial Size Packet - G,WeighRight,7,7,6465,6465,10.4,29.0,755.22,44.4,29.0,153.3,,-15.4,-402.22,223.08,145.56,621.04
40016,Vanilla Nut Tagless Tea Bag - 50 Ct - GA,Assembly,20,16,3920,3920,85.4,160.5,4182.37,134.6,118.4,113.7,,-16.2,-423.03,33.11,29.12,45.9
80010A,AMZN Org Vanilla Nut 11OZ Bag/Box of 24 - GA,WeighRight,12,12,11184,11184,20.1,60.4,1572.98,76.8,60.4,127.3,,-16.5,-429.31,185.29,145.56,555.86
20061,ORG Hazelnut 300G Dual Language Bag - 6Ct Case - GA,WeighRight,8,8,1262,1262,11.7,35.1,914.71,52.0,35.1,148.2,,-16.9,-440.6,35.95,24.27,107.86
55050,Turkey Tail Astragalus 30g Trial Size Packet - G,WeighRight,9,9,9046,9046,15.6,44.8,1168.01,62.1,44.8,138.7,,-17.3,-451.52,201.83,145.56,579.5
GDB601,ORG Dark Chocolate Packet Goody Bag,Assembly,4,4,640,640,4.1,4.1,107.11,22.0,4.1,534.7,yes,-17.9,-465.63,155.72,29.12,155.72
NTB0010,Vanilla Nut Tagless 6g Tea Bag - GA,Maisa 2+3,9,9,202800,202800,40.5,121.8,3172.8,139.9,121.8,114.9,,-18.2,-473.82,1665.71,1449.28,5009.88
80110L,Org French Roast 11oz Bag/Box of 24 - G,WeighRight,17,17,17993,17993,36.7,105.4,2746.98,123.6,105.4,117.3,,-18.2,-474.34,170.7,145.56,489.87
50080,ORG Mocha 30g Trial Size Packet - GA,WeighRight,11,11,11378,11378,20.6,59.8,1559.17,78.2,59.8,130.6,,-18.3,-477.86,190.17,145.56,551.26
80010,ORG Vanilla Nut 11oz Bag/6 Count Case - GA,WeighRight,26,26,5953,5953,75.5,226.6,5904.15,245.3,226.6,108.3,,-18.8,-488.97,26.28,24.27,78.83
